ENTREZID	SYMBOL
84902	CEP89
91442	FAAP24
85415	RHPN2
55094	GPATCH1
1050	CEBPA
1054	CEBPG
5184	PEPD
79047	KCTD15
26065	LSM14A
9710	GARRE1
2821	GPI
84306	PDCD2L
10054	UBA2
126374	WTIP
55900	ZNF302
339318	ZNF181
148103	ZNF599
90075	ZNF30
126375	ZNF792
57655	GRAMD1A
5349	FXYD3
53827	FXYD5
51599	LSR
7392	USF2
93099	DMKN
26330	GAPDHS
100506469	TMEM147-AS1
10430	TMEM147
23354	HAUS5
79171	RBM42
1340	COX6B1
27033	ZBTB32
9757	KMT2B
79713	IGFLR1
199746	U2AF1L4
55851	PSENEN
55957	LIN37
148137	PROSER3
115703	ARHGAP33
333	APLP1
84807	NFKBID
79414	LRFN3
644096	SDHAF1
84964	ALKBH6
25999	CLIP3
199745	THAP8
284403	WDR62
5438	POLR2I
1155	TBCB
826	CAPNS1
147929	ZNF565
7705	ZNF146
100506930	LINC00665
57677	ZFP14
84924	ZNF566
339324	ZNF260
57711	ZNF529
101927599	ZNF529-AS1
92283	ZNF461
163081	ZNF567
342892	ZNF850
388536	ZNF790
25850	ZNF345
147923	ZNF420
199704	ZNF585A
92285	ZNF585B
163087	ZNF383
284459	ZNF875
84503	ZNF527
148266	ZNF569
22835	ZFP30
84775	ZNF607
126231	ZNF573
23094	SIPA1L3
8193	DPF1
10653	SPINT2
90522	YIF1B
9424	KCNK6
5714	PSMD8
399473	SPRED3
147965	FAM98C
27335	EIF3K
81	ACTN4
147968	CAPN12
1891	ECH1
3191	HNRNPL
126432	RINL
22933	SIRT2
4793	NFKBIB
54938	SARS2
6183	MRPS12
115290	FBXO17
126433	FBXO27
390928	ACP7
10298	PAK4
57622	LRFN1
55095	SAMD4B
54623	PAF1
55588	MED29
7538	ZFP36
64857	PLEKHG2
6217	RPS16
6829	SUPT5H
92609	TIMM50
126272	EID2B
163126	EID2
9149	DYRK1B
2091	FBL
8857	FCGBP
5704	PSMC4
163131	ZNF780B
284323	ZNF780A
4294	MAP3K10
208	AKT2
126526	C19orf47
23646	PLD3
57716	PRX
29950	SERTAD1
29946	SERTAD3
645	BLVRB
92799	SHKBP1
8425	LTBP4
9253	NUMBL
79934	COQ8B
80271	ITPKC
284325	ACTMAP
6626	SNRPA
29785	CYP2S1
558	AXL
11100	HNRNPUL1
90324	CCDC97
7040	TGFB1
80776	B9D2
641649	TMEM91
56915	EXOSC5
593	BCKDHA
374907	B3GNT8
55101	DMAC2
1048	CEACAM5
4680	CEACAM6
6223	RPS19
9138	ARHGEF1
10567	RABAC1
478	ATP1A3
64763	ZNF574
5452	POU2F2
162989	DEDD2
116115	ZNF526
2931	GSK3A
2077	ERF
23152	CIC
5050	PAFAH1B3
1954	MEGF8
100996307	LIPE-AS1
3991	LIPE
634	CEACAM1
57126	CD177
27076	LYPD3
653583	PHLDB3
23474	ETHE1
7515	XRCC1
126298	IRGQ
79177	ZNF576
126299	ZNF428
100170229	SRRM5
199731	CADM4
5329	PLAUR
56006	SMG9
3783	KCNN4
284348	LYPD5
284349	ZNF283
7596	ZNF45
7638	ZNF221
7711	ZNF155
7773	ZNF230
7673	ZNF222
7766	ZNF223
342909	ZNF284
7767	ZNF224
7768	ZNF225
10780	ZNF234
7769	ZNF226
7770	ZNF227
9310	ZNF235
7771	ZNF112
7772	ZNF229
7733	ZNF180
5817	PVR
56971	CEACAM19
602	BCL3
23624	CBLC
4059	BCAM
5819	NECTIN2
10452	TOMM40
1209	CLPTM1
5971	RELB
11129	CLASRP
162979	ZNF296
79760	GEMIN7
284352	PPP1R37
79090	TRAPPC6A
388552	BLOC1S3
57787	MARK4
147700	KLC3
2068	ERCC2
10848	PPP1R13L
10849	POLR1G
2067	ERCC1
2354	FOSB
6253	RTN2
147699	PPM1N
7408	VASP
80207	OPA3
24139	EML2
100287177	EML2-AS1
2696	GIPR
6633	SNRPD2
54814	QPCTL
23403	FBXO46
147912	SIX5
1760	DMPK
1762	DMWD
8189	SYMPK
26145	IRF2BP1
339344	MYPOP
729440	CCDC61
645553	IGFL2-AS1
93429	LOC93429
5536	PPP5C
808	CALM3
25865	PRKD2
29888	STRN4
79147	FKRP
6510	SLC1A5
1175	AP2S1
2909	ARHGAP35
54958	TMEM160
23211	ZC3H4
10055	SAE1
27113	BBC3
26093	CCDC9
255783	INAFM1
728	C5AR1
9704	DHX34
11133	KPTN
8775	NAPA
29998	BICRA
30846	EHD2
29997	NOP53
6415	SELENOW
3978	LIG1
374920	ZSWIM9
22900	CARD8
100505812	CARD8-AS1
2014	EMP3
55260	TMEM143
10945	KDELR1
83743	GRWD1
3770	KCNJ14
9266	CYTH2
114783	LMTK3
54854	FAM83E
6141	RPL18
56848	SPHK2
1628	DBP
2524	FUT2
284358	MAMSTR
2523	FUT1
587	BCAT2
57664	PLEKHA4
23645	PPP1R15A
4924	NUCB1
581	BAX
2512	FTL
2997	GYS1
10856	RUVBL2
94027	CGB7
4909	NTF4
6625	SNRNP70
64130	LIN7B
8541	PPFIA3
54795	TRPM4
8463	TEAD2
55011	PIH1D1
126133	ALDH16A1
2323	FLT3LG
23521	RPL13A
26816	SNORD35A
6205	RPS11
84546	SNORD35B
2217	FCGRT
51070	NOSIP
5639	PRRG2
57479	PRR12
6237	RRAS
58506	SCAF1
3661	IRF3
83596	BCL2L12
3276	PRMT1
126129	CPT1C
160	AP2A1
80199	FUZ
81857	MED25
53635	PTOV1
101928378	PTOV1-AS2
11284	PNKP
84335	AKT1S1
79735	TBC1D17
259307	IL4I1
23636	NUP62
22809	ATF5
51231	VRK3
25888	ZNF473
79784	MYH14
7376	NR1H2
5424	POLD1
112703	GARIN5A
284361	EMC10
126119	JOSD2
84798	C19orf48P
692203	SNORD88B
5655	KLK10
11012	KLK11
90353	CTU1
147645	VSIG10L
2109	ETFB
7728	ZNF175
147650	SPACA6
84765	ZNF577
65251	ZNF649
79898	ZNF613
59348	ZNF350
284370	ZNF615
80110	ZNF614
9668	ZNF432
284371	ZNF841
90317	ZNF616
162962	ZNF836
5518	PPP2R1A
90321	ZNF766
147657	ZNF480
400713	ZNF880
102724105	ZNF528-AS1
84436	ZNF528
388558	ZNF808
55762	ZNF701
7696	ZNF137P
55769	ZNF83
81856	ZNF611
162966	ZNF600
7576	ZNF28
90333	ZNF468
162967	ZNF320
388559	ZNF888
125893	ZNF816
79986	ZNF702P
90338	ZNF160
84671	ZNF347
79788	ZNF665
390963	ZNF818P
91664	ZNF845
170958	ZNF525
91661	ZNF765
388561	ZNF761
147804	TPM3P9
126017	ZNF813
55422	ZNF331
91663	MYADM
4849	CNOT3
79165	LENG1
147798	TMC4
79143	MBOAT7
54869	EPS8L1
54776	PPP1R12C
7138	TNNT1
352909	DNAAF3
6861	SYT5
5794	PTPRH
255043	TMEM86B
22870	PPP6R1
23640	HSPBP1
84787	KMT5C
125965	COX6B2
284418	GARIN5B
388564	TMEM238
6158	RPL28
27338	UBE2S
79763	ISOC2
89887	ZNF628
57106	NAT14
163033	ZNF579
84922	FIZ1
147807	ZNF524
100507290	ZNF865
147808	ZNF784
51157	ZNF580
51545	ZNF581
11338	U2AF2
29924	EPN1
126208	ZNF787
55311	ZNF444
79149	ZSCAN5A
147949	ZNF583
9422	ZNF264
390980	ZNF805
10794	ZNF460
125919	ZNF543
57343	ZNF304
284306	ZNF547
10597	TRAPPC2B
147694	ZNF548
7565	ZNF17
388567	ZNF749
400720	ZNF772
79744	ZNF419
374928	ZNF773
256051	ZNF549
162972	ZNF550
55659	ZNF416
348327	ZNF530
7693	ZNF134
10520	ZNF211
90233	ZNF551
7710	ZNF154
284309	ZNF776
54807	ZNF586
79818	ZNF552
100293516	ZNF587B
84914	ZNF587
730051	ZNF814
147687	ZNF417
79673	ZNF329
10782	ZNF274
27300	ZNF544
7554	ZNF8
342945	ZSCAN22
6193	RPS5
201514	ZNF584
388569	ZNF324B
7691	ZNF132
25799	ZNF324
55663	ZNF446
10998	SLC27A5
84878	ZBTB45
10155	TRIM28
27243	CHMP2A
9040	UBE2M
7593	MZF1
65996	CENPBD2P
642273	FAM110C
26751	SH3YL1
52	ACP1
129787	TMEM18
7260	EIPR1
51112	TRAPPC12
55256	ADI1
246243	RNASEH1
100506054	RNASEH1-DT
6201	RPS7
129607	CMPK2
57498	KIDINS220
129642	MBOAT2
8853	ASAP2
9270	ITGB1BP1
51692	CPSF3
285148	IAH1
6868	ADAM17
10971	YWHAQ
9014	TAF1B
29841	GRHL1
8462	KLF11
6241	RRM2
3241	HPCAL1
4953	ODC1
79954	NOL10
10130	PDIA6
130814	SLC66A3
9475	ROCK2
1876	E2F6
23175	LPIN1
28951	TRIB2
151354	LRATD1
51594	NBAS
1653	DDX1
79677	SMC6
348654	GEN1
3790	KCNS3
57665	RDH14
130497	OSR1
130502	TTC32
57539	WDR35
9741	LAPTM4A
6382	SDC1
23369	PUM2
388	RHOB
64342	HS1BP3
60526	LDAH
114818	KLHL29
54454	ATAD2B
165324	UBXN2A
80304	WDCP
2281	FKBP1B
51639	SF3B6
9540	TP53I3
50618	ITSN2
8648	NCOA1
391356	PTRHD1
79172	CENPO
109	ADCY3
51277	DNAJC27
1788	DNMT3A
1838	DTNB
55252	ASXL2
3797	KIF3C
10890	RAB10
150946	GAREM2
3030	HADHA
3032	HADHB
85465	SELENOI
54978	SLC35F6
1058	CENPA
22924	MAPRE3
54867	TMEM214
60509	AGBL5
100128731	OST4
10669	CGREF1
10113	PREB
8884	SLC5A6
51374	ATRAID
790	CAD
4358	MPV17
2976	GTF3C2
8890	EIF2B4
9784	SNX17
130557	ZNF513
5496	PPM1G
29959	NRBP1
200634	KRTCAP3
26160	IFT172
64838	FNDC4
84226	SPATA31H1
84450	ZNF512
79635	CCDC121
11321	GPN1
9913	SUPT7L
22950	SLC4A1AP
9553	MRPL33
64080	RBKS
9577	BABAM2
2355	FOSL2
151056	PLB1
5500	PPP1CB
55006	TRMT61B
23160	WDR43
79745	CLIP4
51646	YPEL5
81606	LBH
253558	LCLAT1
79623	GALNT14
30845	EHD3
7498	XDH
51072	MEMO1
84661	DPY30
6683	SPAST
55676	SLC30A6
84272	YIPF4
57448	BIRC6
55622	TTC27
4052	LTBP1
25940	FAM98A
51232	CRIM1
9637	FEZ2
6801	STRN
54497	HEATR5B
253635	GPATCH11
5610	EIF2AK2
100505876	CEBPZOS
10153	CEBPZ
55471	NDUFAF7
23683	PRKD3
10602	CDC42EP3
151393	RMDN2
1545	CYP1B1
64225	ATL2
92906	HNRNPLL
130589	GALM
6432	SRSF7
79833	GEMIN6
90957	DHX57
729967	MORN2
6654	SOS1
8491	MAP4K3
728730	MAP4K3-DT
80745	THUMPD2
27436	EML4
9167	COX7A2L
57504	MTA3
678	ZFP36L2
63892	THADA
130271	PLEKHH2
51626	DYNC2LI1
10128	LRPPRC
5495	PPM1B
9581	PREPL
79823	CAMKMT
10736	SIX2
55133	SRBD1
5581	PRKCE
2034	EPAS1
90423	ATP6V1E2
23433	RHOQ
5281	PIGF
9419	CRIPT
9655	SOCS5
90411	MCFD2
57217	TTC7A
805	CALM2
4072	EPCAM
4436	MSH2
2956	MSH6
80204	FBXO11
3344	FOXN2
129285	PPP1R21
494143	CHAC2
27248	ERLEC1
10936	GPR75
23198	PSME4
98	ACYP2
6711	SPTBN1
400954	EML6
57142	RTN4
130162	CLHC1
6233	RPS27A
4528	MTIF2
344405	PRORSD1P
55704	CCDC88A
112942	CFAP36
57223	PPP4R3B
87178	PNPT1
2202	EFEMP1
7444	VRK2
55120	FANCL
53335	BCL11A
64895	PAPOLG
5966	REL
150962	PUS10
5194	PEX13
84542	SANBR
339803	C2orf74-DT
339804	C2orf74
130872	AHSA2P
9736	USP34
7514	XPO1
84140	FAM161A
10575	CCT4
150684	COMMD1
10678	B3GNT2
200728	TMEM17
23301	EHBP1
5013	OTX1
51057	WDPCP
4190	MDH1
7360	UGP2
51542	VPS54
57162	PELI1
100507006	LOC100507006
29094	LGALSL
54812	AFTPH
9792	SERTAD2
6509	SLC1A4
23177	CEP68
5861	RAB1A
10097	ACTR2
200734	SPRED2
4211	MEIS1
54465	ETAA1
10438	C1D
116143	DNAAF10
56902	PNO1
5534	PPP3R1
554251	FBXO48
200558	APLF
9938	ARHGAP25
84168	ANTXR1
2673	GFPT1
27247	NFU1
22848	AAK1
307	ANXA4
64395	GMCL1
11017	SNRNP27
4084	MXD1
400960	PCBP1-AS1
5093	PCBP1
54980	C2orf42
7072	TIA1
51449	PCYOX1
6637	SNRPG
84908	FAM136A
7039	TGFA
25806	VAX2
113419	TEX261
55577	NAGK
84693	MCEE
10199	MPHOSPH10
27332	ZNF638
8291	DYSF
56603	CYP26B1
23233	EXOC6B
6697	SPR
94097	SFXN5
26056	RAB11FIP5
10322	SMYD5
84279	PRADC1
10574	CCT7
150726	FBXO41
7840	ALMS1
51002	TPRKB
8446	DUSP11
10617	STAMBP
1716	DGUOK
200424	TET3
388962	BOLA3
55233	MOB1A
10797	MTHFD2
57835	SLC4A5
1639	DCTN1
84058	WDR54
6242	RTKN
23559	WBP1
7841	MOGS
116540	MRPL53
84865	CCDC142
64427	TTC31
151534	LBX2-AS1
84759	PCGF1
165545	DQX1
550	AUP1
27429	HTRA2
84695	LOXL3
1796	DOK1
10505	SEMA4F
3099	HK2
56655	POLE4
84141	EVA1A
9801	MRPL19
6936	GCFC2
80059	LRRTM4
8802	SUCLG1
129293	TRABD2A
9168	TMSB10
56888	KCMF1
83439	TCF7L1
10618	TGOLN2
54884	RETSAT
84173	ELMOD3
822	CAPG
100630918	PARTICL
4144	MAT2A
2677	GGCX
8673	VAMP8
10791	VAMP5
51255	RNF181
129303	TMEM150A
10713	USP39
388969	C2orf68
8869	ST3GAL5
90784	NA
25885	POLR1A
55037	PTCD3
10989	IMMT
51318	MRPL35
55818	KDM3A
7844	RNF103
64795	RMND5A
285074	ANAPC1P2
112597	CYTOR
730268	ANAPC1P4
729857	RGPD2
51315	KRCC1
9451	EIF2AK3
22934	RPIA
64969	MRPS5
84874	ZNF514
7549	ZNF2
150696	PROM2
51011	FAHD2A
150759	LINC00342
400986	ANKRD36C
1844	DUSP2
56910	STARD7
285033	STARD7-AS1
55654	TMEM127
9391	CIAO1
23020	SNRNP200
23397	NCAPH
10865	ARID5A
55683	KANSL3
81562	LMAN2L
26504	CNNM4
26505	CNNM3
200539	ANKRD23
51239	ANKRD39
54910	SEMA4C
151313	FAHD2B
375248	ANKRD36
57730	ANKRD36B
1329	COX5B
10120	ACTR1B
23505	TMEM131
3631	INPP4A
493753	COA5
25972	UNC50
11320	MGAT4A
343990	CRACDL
80705	TSGA10
150590	C2orf15
51601	LIPT1
129531	MITD1
51263	MRPL30
10190	TXNDC9
9669	EIF5B
51455	REV1
9486	CHST10
79031	PDCL3
4862	NPAS2
6160	RPL31
11138	TBC1D8
100506286	TBC1D8-AS1
55571	CNOT11
284996	RNF149
200407	CREG2
9448	MAP4K4
3554	IL1R1
9173	IL1RL1
8809	IL18R1
6549	SLC9A2
84804	MFSD9
130827	TMEM182
64965	MRPS9
9392	TGFBRAP1
100506473	C2orf49-DT
79074	C2orf49
2274	FHL2
8440	NCK2
80146	UXS1
9648	GCC2
3987	LIMS1
5903	RANBP2
165055	CCDC138
10913	EDAR
151011	SEPTIN10
65124	SOWAHC
84220	RGPD5
440894	LINC01123
7851	MALL
4867	NPHP1
205251	MTLN
105373551	LOC105373551
151009	LINC01106
699	BUB1
55289	ACOXL
10018	BCL2L11
101927260	NA
541471	MIR4435-2HG
64682	ANAPC1
10461	MERTK
84910	TMEM87B
84524	ZC3H8
376940	ZC3H6
727851	RGPD8
150465	TTL
84172	POLR1B
84269	CHCHD5
6574	SLC20A1
150468	CKAP2L
3552	IL1A
3553	IL1B
27178	IL37
3557	IL1RN
23550	PSD4
7849	PAX8
654433	PAX8-AS1
150472	ZNG1B
375260	WASH2P
118433	RPL23AP7
11159	RABL2A
80255	SLC35F5
10096	ACTR3
8886	DDX18
54520	CCDC93
51141	INSIG2
2019	EN1
55240	STEAP3
130355	C2orf76
1622	DBI
80775	TMEM177
5775	PTPN4
57669	EPB41L5
79134	TMEM185B
5899	RALB
2736	GLI2
29842	TFCP2L1
23332	CLASP1
254128	NIFK-AS1
84365	NIFK
7247	TSN
274	BIN1
339761	CYP27C1
2071	ERCC3
10746	MAP3K2
100506922	MAP3K2-DT
55677	IWS1
84826	SFT2D3
55339	WDR33
5433	POLR2D
83607	AMMECR1L
79595	SAP130
56886	UGGT1
9394	HS6ST1
55627	SMPD4
80097	MZT2B
84317	CCDC115
92856	IMP4
26469	PTPN18
50649	ARHGEF4
130074	FAM168B
55041	PLEKHB2
150786	RAB6D
653784	MZT2A
150776	SMPD4BP
2863	GPR39
344148	NCKAP5
4249	MGAT5
81615	TMEM163
905	CCNT2
22930	RAB3GAP1
84083	ZRANB3
23518	R3HDM1
23190	UBXN4
4175	MCM6
1615	DARS1
3176	HNMT
339745	SPOPL
8942	KYNU
79712	GTDC1
92	ACVR2A
5000	ORC4
55777	MBD5
26122	EPC2
130576	LYPD6B
130574	LYPD6
27249	MMADHC
390	RND3
375287	RBM43
9111	NMI
55183	RIF1
4703	NEB
26225	ARL5A
785	CACNB4
10254	STAM2
114793	FMNL2
55660	PRPF40A
151188	ARL6IP6
4929	NR4A2
2820	GPD2
11227	GALNT5
130399	ACVR1C
90	ACVR1
8502	PKP4
85461	TANC1
151525	WDSUB1
29994	BAZ2B
64844	MARCHF7
4065	LY75
22925	PLA2R1
3694	ITGB6
5937	RBMS1
10010	TANK
100996579	LINC01806
10213	PSMD14
285116	AHCTF1P1
64135	IFIH1
25801	GCA
55137	FIGN
22837	COBLL1
2591	GALNT3
79809	TTC21B
27347	STK39
253782	CERS6
57405	SPC25
8647	ABCB11
10170	DHRS9
129880	BBS5
79675	FASTKD1
9360	PPIG
493911	PHOSPHO2
6741	SSB
29081	METTL5
130507	UBR3
2571	GAD1
26003	GORASP2
9874	TLK1
79828	METTL8
80067	DCAF17
79901	CYBRD1
1781	DYNC1I2
8604	SLC25A12
8520	HAT1
254042	METAP1D
1745	DLX1
3655	ITGA6
5163	PDK1
51776	MAP3K20
83879	CDCA7
6670	SP3
29789	OLA1
9541	CIR1
79634	SCRN3
7456	WIPF1
440926	H3P6
1123	CHN1
1386	ATF2
518	ATP5MC3
80856	LNPK
401022	HAGLR
102800310	HAGLROS
10651	MTX2
375295	LINC01116
220988	HNRNPA3
4780	NFE2L2
8540	AGPS
150737	IFT70B
92104	IFT70A
129831	RBM45
101927027	CHROMR
8575	PRKRA
65977	PLEKHA3
91404	SESTD1
57703	CWC22
10477	UBE2E3
6744	ITPRID2
151242	PPP1R1C
54431	DNAJC10
10787	NCKAP1
142679	DUSP19
129401	NUP35
401024	FSIP2
55854	ZC3H15
3685	ITGAV
165215	FAM171B
10203	CALCRL
7035	TFPI
51454	GULP1
1290	COL5A2
84128	WDR75
30061	SLC40A1
54529	ASNSD1
150709	ANKAR
64172	OSGEPL1
94101	ORMDL1
5378	PMS1
26275	HIBCH
3628	INPP1
54842	MFSD6
100131211	NEMP2
105373801	NA
4664	NAB1
2744	GLS
6772	STAT1
6775	STAT4
4430	MYO1B
64859	NABP1
8436	CAVIN2
57181	SLC39A10
9262	STK17B
284992	CCDC150
9330	GTF3C3
80055	PGAP1
91526	ANKRD44
23451	SF3B1
80219	COQ10B
3329	HSPD1
3336	HSPE1
92935	MARS2
5334	PLCL1
23314	SATB2
205327	C2orf69
129450	TYW5
79568	MAIP1
26010	SPATS2L
130535	KCTD18
151246	SGO2
316	AOX1
9689	BZW1
1195	CLK1
53938	PPIL3
60491	NIF3L1
4999	ORC2
285172	HYCC2
4709	NDUFB3
8837	CFLAR
843	CASP10
841	CASP8
66008	TRAK2
55437	STRADB
65062	TMEM237
57679	ALS2
8324	FZD7
7341	SUMO1
51602	NOP58
659	BMPR2
150864	FAM117B
130026	ICA1L
55759	WDR12
79800	CARF
65065	NBEAL1
57404	CYP20A1
10152	ABI2
65059	RAPH1
8828	NRP2
54891	INO80D
100329109	GCSHP3
4719	NDUFS1
1933	EEF1B2
57683	ZDBF2
22868	FASTKD2
8609	KLF7
1385	CREB1
151194	METTL21A
151195	CCNYL1
7855	FZD5
389072	PLEKHM3
3417	IDH1
200576	PIKFYVE
6120	RPE
151050	KANSL1L
10314	LANCL1
1373	CPS1
22807	IKZF2
79582	SPAG16
580	BARD1
26154	ABCA12
471	ATIC
2335	FN1
55686	MREG
55825	PECR
7520	XRCC5
150967	LINC01963
57574	MARCHF4
50485	SMARCAL1
6168	RPL37A
3485	IGFBP2
3488	IGFBP5
10109	ARPC2
14	AAMP
25953	PNKD
64114	TMBIM1
58190	CTDSP1
7429	VIL1
57695	USP37
9125	CNOT9
84812	PLCD4
7701	ZNF142
617	BCS1L
64320	RNF25
27148	STK36
9654	TTLL4
80326	WNT10A
79840	NHEJ1
27013	CNPPD1
79137	RETREG2
130617	ZFAND2B
10058	ABCB6
79065	ATG9A
55139	ANKZF1
79411	GLB1L
8576	STK16
7277	TUBA4A
3300	DNAJB2
23549	DNPEP
29926	GMPPA
79586	CHPF
130612	TMEM198
23363	OBSL1
114790	STK11IP
6508	SLC4A3
2043	EPHA4
130367	SGPP2
10056	FARSB
2181	ACSL3
130340	AP1S3
57590	WDFY1
65080	MRPL44
5270	SERPINE2
8452	CUL3
57624	NYAP2
3667	IRS1
84236	RHBDD1
56947	MFF
3267	AGFG1
6364	CCL20
55022	PID1
9320	TRIP12
130888	FBXO36
151473	SLC16A14
3431	SP110
93349	SP140L
6672	SP100
51719	CAB39
81618	ITM2C
5707	PSMD1
80210	ARMC9
93010	B3GNT7
4691	NCL
5757	PTMA
5147	PDE6D
64708	COPS7B
129563	DIS3L2
200765	TIGD1
9470	EIF4E2
26058	GIGYF2
25791	NGEF
55054	ATG16L1
8527	DGKD
55230	USP40
54575	UGT1A10
54578	UGT1A6
55355	HJURP
151507	MSL3P1
10123	ARL4C
23677	SH3BP4
116987	AGAP1
10920	COPS8
79083	MLPH
64284	RAB17
9208	LRRFIP1
375316	RBM44
10267	RAMP1
140739	UBE2F
339768	ESPNL
377007	KLHL30
151176	ERFE
80895	ILKAP
55502	HES6
8864	PER2
26146	TRAF3IP1
51665	ASB1
9759	HDAC4
4705	NDUFA10
150678	COPS9
2817	GPC1
100130449	GPC1-AS1
51281	ANKMY1
285193	DUSP28
57140	RNPEPL1
101752400	CAPN10-DT
11132	CAPN10
79919	MAB21L4
130916	MTERF4
23178	PASK
5510	PPP1R7
50636	ANO7
3069	HDLBP
4735	SEPTIN2
9855	FARP2
10494	STK25
666	BOK
51078	THAP4
23192	ATG4B
1841	DTYMK
84289	ING5
728294	D2HGDH
728323	LINC01881
140680	C20orf96
85364	ZCCHC3
100507459	NRSN2-AS1
6666	SOX12
80023	NRSN2
57761	TRIB3
10616	RBCK1
128637	TBC1D20
1457	CSNK2A1
140809	SRXN1
113278	SLC52A3
83541	FAM110A
9491	PSMF1
9751	SNPH
100507495	SDCBP2-AS1
2280	FKBP1A
55968	NSFL1C
140901	STK35
6628	SNRPB
79175	ZNF343
10528	NOP56
3420	IDH3B
64773	PCED1A
64601	VPS16
5786	PTPRA
64949	MRPS26
22888	UBOX5
60493	FASTKD5
9762	LZTS3
65992	DDRGK1
3704	ITPA
83959	SLC4A11
25943	DNAAF9
8455	ATRN
54976	ADISSP
1059	CENPB
994	CDC25B
55317	AP5S1
57506	MAVS
80025	PANK2
11237	RNF24
54498	SMOX
5621	PRNP
9962	SLC23A2
29058	TMEM230
5111	PCNA
8760	CDS2
56261	GPCPD1
149840	SHLD1
51605	TRMT6
84515	MCM8
101929225	MCM8-AS1
54675	CRLS1
55612	FERMT1
101929244	CASC20
650	BMP2
56255	TMX4
23236	PLCB1
63926	ANKEF1
8195	MKKS
128710	SLX4IP
182	JAG1
22903	BTBD3
55304	SPTLC3
140862	ISM1
55617	TASP1
51575	ESF1
79133	NDUFAF5
140733	MACROD2
23767	FLRT3
55614	KIF16B
6629	SNRPB2
11034	DSTN
6238	RRBP1
27131	SNX5
692086	SNORD17
92667	MGME1
58495	OVOL2
100303755	PET117
57325	KAT14
7692	ZNF133
55184	DZANK1
10621	POLR3F
10741	RBBP9
10483	SEC23B
388789	SMIM26
92675	DTD1
100270804	LCDR
54453	RIN2
51126	NAA20
51340	CRNKL1
26074	CFAP61
57186	RALGAPA2
55857	KIZ
22803	XRN2
140828	LINC00261
3170	FOXA2
7056	THBD
29107	NXT1
64412	GZF1
63908	NAPB
1471	CST3
57136	APMAP
84532	ACSS1
955	ENTPD6
5834	PYGB
26090	ABHD12
9837	GINS1
22981	NINL
140838	NANP
102724826	ZNF337-AS1
26152	ZNF337
100289097	FRG1CP
102723316	FRG1DP
102723390	FRG1EP
284802	FRG1BP
81502	HM13
100101490	MCTS2
3397	ID1
598	BCL2L1
22974	TPX2
81572	PDRG1
9777	TM9SF4
5326	PLAGL2
23509	POFUT1
9371	KIF3B
171023	ASXL1
140688	NOL4L
149951	COMMD7
1789	DNMT3B
22919	MAPRE1
92747	BPIFB1
51654	CDK5RAP1
6640	SNTA1
9139	CBFA2T2
63941	NECAB3
170487	ACTL10
1869	E2F1
11264	PXMP4
84905	ZNF341
128866	CHMP4B
22913	RALY
8894	EIF2S2
191	AHCY
83737	ITCH
83658	DYNLRB1
84557	MAP1LC3A
128869	PIGU
58476	TP53INP2
23054	NCOA6
2686	GGT7
55902	ACSS2
2937	GSS
57644	MYH7B
26133	TRPC4AP
55741	EDEM2
10544	PROCR
10893	MMP24
101410538	MMP24OS
3692	EIF6
128876	FAM83C
55245	UQCC1
11190	CEP250
51614	ERGIC3
80307	FER1L4
6676	SPAG4
8904	CPNE1
10137	RBM12
9054	NFS1
140823	ROMO1
9584	RBM39
51230	PHF20
51282	SCAND1
647979	NORAD
2036	EPB41L1
25980	AAR2
22839	DLGAP4
101926987	DLGAP4-AS1
10398	MYL9
60436	TGIF2
55969	RAB5IF
57446	NDRG3
79980	DSN1
140710	MTCL2
140711	TLDC2
25939	SAMHD1
5933	RBL1
6185	RPN2
63905	MANBAL
6714	SRC
10904	BLCAP
4826	NNAT
56259	CTNNBL1
128434	VSTM2L
9675	TTI1
58490	RPRD1B
7052	TGM2
388796	SNHG17
128439	SNHG11
57148	RALGAPB
343578	ARHGAP40
79913	ACTR5
81610	FAM83D
60625	DHX35
7150	TOP1
5335	PLCG1
23051	ZHX3
64900	LPIN3
84181	CHD6
6431	SRSF6
26013	L3MBTL1
51098	IFT52
4605	MYBL2
84969	TOX2
51526	OSER1
100505783	OSER1-DT
128486	FITM2
79183	TTPAL
10955	SERINC3
11142	PKIG
100	ADA
7529	YWHAB
80336	PABPC1L
10953	TOMM34
6789	STK4
5266	PI3
6590	SLPI
6385	SDC4
90196	SYS1
27296	TP53TG5
55861	DBNDD2
51604	PIGT
10406	WFDC2
140686	WFDC3
116092	DNTTIP1
11065	UBE2C
90203	SNX21
10005	ACOT8
140831	ZSWIM3
90204	ZSWIM1
128497	SPATA25
140825	NEURL2
5476	CTSA
5360	PLTP
63935	PCIF1
63925	ZNF335
57727	NCOA5
958	CD40
51006	SLC35C2
63916	ELMO2
55713	ZNF334
64849	SLC13A3
112858	TP53RK
81031	SLC2A10
2139	EYA2
23613	ZMYND8
8202	NCOA3
55959	SULF2
10564	ARFGEF2
1434	CSE1L
6780	STAU1
55661	DDX27
57169	ZNFX1
441951	ZFAS1
3745	KCNB1
9334	B4GALT5
23315	SLC9A8
9825	SPATA2
55905	RNF114
7335	UBE2V1
387521	PEDS1
1051	CEBPB
284751	LINC01270
5770	PTPN1
140876	RIPOR3
84612	PARD6B
55653	BCAS4
23394	ADNP
101927631	ADNP-AS1
8813	DPM1
